,0,1,2,3,4,5,6,7
0,-5.130808156851274,-1.63172761480394,-3.2221856310067305,-0.5952689129843218,0.07269225773726957,-0.6517438747187553,-0.5632674873858088,-0.9428329546297693
1,-4.090723331903008,-1.9384170580012228,-2.3412511854722466,0.8667590041298097,1.1332730159482822,0.10549275182364935,0.1788688583602362,-0.016602126922956293
2,-4.063804632640968,-2.185334818836541,-1.371655090124413,0.7674760872458531,1.0617078811335443,0.10445671477774764,0.15408210849153128,0.01464823340173278
3,-3.0570893914996953,-2.268132507463482,-0.3816408986163811,-0.9131084472606917,0.11146161288904544,0.23663601266629142,0.05321112240108755,0.39004410622850066
4,-2.0264228517999228,-2.4705431852692596,0.5692394653595144,-0.2878676874485499,0.35506476827325695,0.6518201490968946,-0.5141319039136433,0.5755634317920295
5,-2.066535957130572,-2.001487672908929,-1.339426362234682,0.643808677337449,-0.49142196369176244,-8.260428340570323e-05,-0.28757492257546224,0.26945600448279367
6,-4.111823831443679,-1.688793243082476,-3.2724919055331516,0.9175176669076792,-0.2915423580676983,-0.09789997970125791,-0.0032195048066547497,0.11076496019533134
7,-4.066366693075204,-1.8921233168037956,1.8438408591556432,0.3850138493376892,-0.13864595305433985,-0.6052884101413639,0.26699473596943196,-0.6528127951819821
8,-0.9692956378820731,-2.896675080858562,2.5329093041921755,0.08383974217436337,-0.5184194991575417,-0.4550723826249615,0.3575009914933348,0.1303713123261663
9,0.02357015488222934,-2.78934706332565,2.513508858534015,-0.3842295894729409,-0.51706630066507,0.4371905258296923,0.4726137543713013,0.15539104162038042
10,-4.139736858701044,-1.133617922236883,3.053367352766761,-1.2032223826238226,0.24781583240935004,0.32747023199147707,-0.2593600036019349,-0.4406294590875843
11,-4.302722004638594,0.7252772339463248,-0.5670200896668546,0.9050685537974723,-0.34990669942873687,0.021299247174696376,-0.31284149169626846,0.15186686537121183
12,-4.466793984694702,2.308361287327023,-2.240622179132928,-1.053132676610347,0.20222478492105833,0.27117820215672056,-0.30834653193100436,-0.49527801477527356
13,-4.112660214658667,-1.6777067830099563,-3.302111345044703,0.7826490257791193,0.1918124962904721,1.0647393450249174,0.5967673515088471,-0.20440546831163003
